STOPNAME,TRAPEZESTO,RUCUSSTOPA,STOPID,LATITUDE,LONGITUDE,ACCESSIBIL,ATSTREET,ONSTREET,POSITION,ORIENTATIO,SERVICEPLA,SHELTER,INSERT_TIM,SIGNUPID,SUPERVISOR
16th Ave&Ortega St SE-NS/PS,16AVORT1,16AVORTG,3279.0000000000,37.7524000000,-122.4730900000,0.0000000000,ORTEGA ST,16TH AVE,NS,SE,FL,0.0000000000,2012/02/23,76.0000000000,
16th Ave&Noriega St SE-NS/PS,16AVNOR1,16AVNORI,3278.0000000000,37.7542500000,-122.4732100000,0.0000000000,NORIEGA ST,16TH AVE,NS,SE,FL,0.0000000000,2012/02/23,76.0000000000,
16th Ave&Moraga St E-MI/SB,16AVMOR1,16AVMORA,3276.0000000000,37.7563000000,-122.4736100000,0.0000000000,MORAGA ST,16TH AVE,MI,E,FL,0.0000000000,2012/02/23,76.0000000000,
15th Ave&Quintara St NW-NS/PS,15AVQUI0,15AVQUIN,3265.0000000000,37.7489100000,-122.4718300000,0.0000000000,QUINTARA ST,15TH AVE,NS,NW,FL,0.0000000000,2012/02/23,76.0000000000,
15th Ave&Pacheco St NW-NS/PS,15AVPAC0,15AVPACH,3264.0000000000,37.7508100000,-122.4719600000,0.0000000000,PACHECO ST,15TH AVE,NS,NW,FL,0.0000000000,2012/02/23,76.0000000000,
15th Ave&Noriega St SW-FS/PS,15AVNOR0,15AVNORI,3262.0000000000,37.7541100000,-122.4721700000,0.0000000000,NORIEGA ST,15TH AVE,FS,SW,FL,0.0000000000,2012/02/23,76.0000000000,
Bernal Heights Blvd&Powhattan NS-NW,BHTSPOWH,,7577.0000000000,37.7414510000,-122.4112230000,0.0000000000,,BERNAL HEIGHTS BLVD,,,,0.0000000000,2012/02/23,76.0000000000,
South Van Ness & 24st. NS-SE/PS,SOVN24ST,,7532.0000000000,37.7522750000,-122.4161670000,0.0000000000,24TH ST,SOUTH VAN NESS AVE,,,,0.0000000000,2012/02/23,76.0000000000,
Alemany Blvd&Flosom St NW-FS/BZ,ALEMFOLS,,7626.0000000000,37.7332700000,-122.4139190000,0.0000000000,FOLSOM ST,ALEMANY BLVD,FS,,BZ,0.0000000000,2012/02/23,76.0000000000,
Ripley St&Alabama St NW-FS/BZ,RIPLALA0,RIPLALAB,6208.0000000000,37.7443680000,-122.4104650000,0.0000000000,ALABAMA ST,RIPLEY ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Cesar Chavez St NW-NS,FOLSARM1,FOLSARMY,4684.0000000000,37.7484800000,-122.4137900000,0.0000000000,CESAR CHAVEZ ST,FOLSOM ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
909 Ellsworth St SW-NS/PS,EWTHH901,EWTHH909,4565.0000000000,37.7328400000,-122.4167900000,0.0000000000,ANDERSON ST,ELLSWORTH ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
989 Ellsworth St S-MB/SB,EWTHH981,EWTHH989,4567.0000000000,37.7326200000,-122.4189300000,0.0000000000,ALEMANY BLVD,ELLSWORTH ST,MB,S,,0.0000000000,2012/02/23,76.0000000000,
Ripley St&Alabama St SW-NS/PS,RIPLALA1,RIPLALAB,6209.0000000000,37.7442800000,-122.4105100000,0.0000000000,ALABAMA ST,RIPLEY ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Nevada St&Cortland Ave NW-NS/PS,NVDACOR1,NVDACORT,5770.0000000000,37.7399200000,-122.4114100000,0.0000000000,CORTLAND AVE,NEVADA ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Nevada St&Cortland Ave NE-FS/SB,NVDACOR0,NVDACORT,5769.0000000000,37.7400700000,-122.4113100000,0.0000000000,CORTLAND AVE,NEVADA ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Ripley St&Folsom St SE-FS/SB,RIPLFOL1,RIPLFOLS,6211.0000000000,37.7441400000,-122.4130100000,0.0000000000,FOLSOM ST,RIPLEY ST,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Bernal Heights Blvd&Bradford St NW,BHTSBRF1,BHTSBRFD,3690.0000000000,37.7418300000,-122.4097800000,0.0000000000,BRADFORD ST,BERNAL HEIGHTS BLVD,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
Bradford St&Bernal Heights Blvd NE,BRFDBHT0,BRFDBHTS,3708.0000000000,37.7420100000,-122.4094000000,0.0000000000,BERNAL HEIGHTS BLVD,BRADFORD ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Ogden St SW-FS/PS,FOLSOGD1,FOLSOGDN,4696.0000000000,37.7357900000,-122.4136400000,0.0000000000,OGDEN ST,FOLSOM ST,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&24th St SW-FS/PS,FOLS24ST,,7312.0000000000,37.7524440000,-122.4141280000,0.0000000000,24TH ST,FOLSOM ST,,,,0.0000000000,2012/02/23,76.0000000000,
831 Ellsworth St SW-NS/PS,EWTHH831,EWTHH831,7023.0000000000,37.7332700000,-122.4152600000,0.0000000000,CRESCENT AVE,ELLSWORTH ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Ripley St&Folsom St NE-NS/SB,RIPLFOL0,RIPLFOLS,6210.0000000000,37.7441800000,-122.4131500000,0.0000000000,FOLSOM ST,RIPLEY ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Cortland Ave SE-NS/PS,FOLSCOR0,FOLSCORT,4687.0000000000,37.7388800000,-122.4133000000,0.0000000000,CORTLAND AVE,FOLSOM ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Tompkins St NW-NS/PS,FOLSTPK1,FOLSTPKN,4701.0000000000,37.7371600000,-122.4135200000,0.0000000000,TOMPKINS ST,FOLSOM ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Tompkins St NE-FS/PS,FOLSTPK0,FOLSTPKN,4700.0000000000,37.7371800000,-122.4134400000,0.0000000000,TOMPKINS ST,FOLSOM ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Stoneman St NW-NS/SB,FOLSSTN1,FOLSSTNM,4699.0000000000,37.7452100000,-122.4134500000,0.0000000000,STONEMAN ST,FOLSOM ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Stoneman St NE-FS/SB,FOLSSTN0,FOLSSTNM,4698.0000000000,37.7453200000,-122.4133600000,0.0000000000,STONEMAN ST,FOLSOM ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Precita Ave SE-NS/PS,FOLSPRE0,FOLSPREC,4697.0000000000,37.7471000000,-122.4134900000,0.0000000000,PRECITA AVE,FOLSOM ST,NS,SE,,1.0000000000,2012/02/23,76.0000000000,
Folsom St&Ogden St NE-FS/SB,FOLSOGD0,FOLSOGDN,4695.0000000000,37.7360500000,-122.4135200000,0.0000000000,OGDEN ST,FOLSOM ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Crescent Ave NW-NS/PS,FOLSCRE1,FOLSCRES,4690.0000000000,37.7348300000,-122.4137200000,0.0000000000,CRESCENT AVE,FOLSOM ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Crescent Ave NE-FS/SB,FOLSCRE0,FOLSCRES,4689.0000000000,37.7349400000,-122.4136500000,0.0000000000,CRESCENT AVE,FOLSOM ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Cortland Ave SW-FS/PS,FOLSCOR1,FOLSCORT,4688.0000000000,37.7388000000,-122.4133700000,0.0000000000,CORTLAND AVE,FOLSOM ST,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Bessie St NW-NS/PS,FOLSBES1,FOLSBESS,4686.0000000000,37.7468700000,-122.4136200000,0.0000000000,BESSIE ST,FOLSOM ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&Cesar Chavez St SE-NS/PS,FOLSARM0,FOLSARMY,4685.0000000000,37.7481100000,-122.4135900000,0.0000000000,CESAR CHAVEZ ST,FOLSOM ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Ellsworth St&Crescent Ave SE-NS/SB,EWTHCRE1,EWTHCRES,4568.0000000000,37.7347100000,-122.4149100000,0.0000000000,CRESCENT AVE,ELLSWORTH ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
945 Ellsworth St SW-NS/PS,EWTHH940,EWTHH945,4566.0000000000,37.7328100000,-122.4177600000,0.0000000000,ALEMANY BLVD,ELLSWORTH ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Bernal Heights Blvd&Powhattan NE-FS,BHTSPOW0,BHTSPOWH,3691.0000000000,37.7415100000,-122.4106700000,0.0000000000,POWHATTAN AVE,BERNAL HEIGHTS BLVD,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Bradford St&Esmeralda Ave SE-NS/PS,BRFDESM0,BRFDESMR,3710.0000000000,37.7430600000,-122.4093200000,0.0000000000,ESMERALDA AVE,BRADFORD ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Bradford St&Bernal Heights Blvd SW,BRFDBHT1,BRFDBHTS,3709.0000000000,37.7428600000,-122.4094000000,0.0000000000,BERNAL HEIGHTS BLVD,BRADFORD ST,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Conzelman Rd&Mccullough Rd SE-FS/SB,CONZMCU1,,7647.0000000000,37.8336090000,-122.4939020000,0.0000000000,MCCULLOUGH RD,CONZELMAN RD,,,,0.0000000000,2012/02/23,76.0000000000,
Alexander Dr & Conzelman Rd W-NS/SB,ALEXCONZ,,7646.0000000000,37.8331480000,-122.4833830000,0.0000000000,UNNAMED ST,CONZELMAN RD,,,,0.0000000000,2012/02/23,76.0000000000,
Conzelman Rd&Mccullough Rd NE-NS/SB,CONZMCU0,,7645.0000000000,37.8336980000,-122.4938100000,0.0000000000,MCCULLOUGH RD,CONZELMAN RD,,,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&2nd St E-FS/SI,FOLS 2ST,FOLS 2ST,7024.0000000000,37.7857400000,-122.3965200000,0.0000000000,02ND ST,FOLSOM ST,FS,E,SI,0.0000000000,2012/02/23,76.0000000000,
Bunker Rd&Rifle Range SW-NS/SB,BUNKRIF1,BUNKRIFL,3808.0000000000,37.8329600000,-122.5087200000,0.0000000000,MCCULLOUGH RD,BUNKER RD,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Bunker Rd&Stables SE-FS/SB,BUNKSTB1,BUNKSTBL,3810.0000000000,37.8317500000,-122.5153800000,0.0000000000,FIELD RD,BUNKER RD,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Mitchell Rd&Visitors Center SE-FS,MTCHVST1,MTCHVSTR,5722.0000000000,37.8317800000,-122.5362600000,0.0000000000,EDISON ST,MITCHELL RD,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Mitchell Rd&Bunker Rd SW-NS/SB,MTCHBUN1,MTCHBUNK,5721.0000000000,37.8318760000,-122.5308580000,0.0000000000,BUNKER RD,MITCHELL RD,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
US101 Offramp Alexander Drive W-MI,OFRMALE0,OFRMALEX,5819.0000000000,37.8359200000,-122.4838300000,0.0000000000,REFERENCE,REFERENCE,MI,W,,0.0000000000,2012/02/23,76.0000000000,
Fremont St&Folsom St N-FS/BZ,FRMTFOL1,FRMTFOLS,4721.0000000000,37.7882170000,-122.3937630000,0.0000000000,FOLSOM ST,FREMONT ST,FS,N,BZ,0.0000000000,2012/02/23,76.0000000000,
Mitchell Rd&Bunker Rd NW-FS,MTCHBUN0,MTCHBUNK,5720.0000000000,37.8318300000,-122.5323800000,0.0000000000,BUNKER RD,MITCHELL RD,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
Field Rd&Bunker Rd W-MI,FILDBUN0,FILDBUNK,4600.0000000000,37.8313370000,-122.5232640000,0.0000000000,BUNKER RD,FIELD RD,MI,W,,0.0000000000,2012/02/23,76.0000000000,
Golden Gate Bridge Toll Plaza NW-NS,GGBRTOL1,GGBRTOLL,4777.0000000000,37.8065710000,-122.4750460000,0.0000000000,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Mccullough Rd&Bunker Rd S-FS/SB,MCULBUN1,MCULBUNK,5497.0000000000,37.8361200000,-122.5024100000,0.0000000000,BUNKER RD,MCCULLOUGH RD,FS,S,,0.0000000000,2012/02/23,76.0000000000,
Mccullough Rd&Bunker Rd E-NS/SB,MCULBUN0,MCULBUNK,5496.0000000000,37.8364430000,-122.5021400000,0.0000000000,MCCULLOUGH RD,BUNKER RD,MI,E,,0.0000000000,2012/02/23,76.0000000000,
Golden Gate Bridge Toll Plaza SE-NS,GGBRTOL0,GGBRTOLL,4778.0000000000,37.8072310000,-122.4752410000,0.0000000000,UNNAMED 052,TOLL PLAZA TUNNEL,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Fremont St&Mission St E-NS/BZ,FRMTMIS0,FRMTMISS,4723.0000000000,37.7899480000,-122.3959290000,0.0000000000,MISSION ST,FREMONT ST,NS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Fremont St&Howard St E-NS/PS,FRMTHWR1,FRMTHWRD,4722.0000000000,37.7891900000,-122.3949700000,0.0000000000,HOWARD ST,FREMONT ST,NS,E,,0.0000000000,2012/02/23,76.0000000000,
Howard St&3rd St W-FS/BZ,HWRD 3S1,HWRD 3ST,5053.0000000000,37.7848400000,-122.4008300000,0.0000000000,03RD ST,HOWARD ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Howard St&2nd St W-FS/BZ,HWRD 2S1,HWRD 2ST,5052.0000000000,37.7866000000,-122.3986100000,0.0000000000,02ND ST,HOWARD ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Field Rd&Youth Hostel S-MI/SB,FILDYHO0,FILDYHOS,4602.0000000000,37.8316600000,-122.5234500000,0.0000000000,BUNKER RD,FIELD RD,MI,S,,0.0000000000,2012/02/23,76.0000000000,
Field Rd&Nike Site W-MB/SB,FILDNIK0,FILDNIKE,4601.0000000000,37.8290600000,-122.5276700000,0.0000000000,SIMMONS RD,FIELD RD,MB,W,,0.0000000000,2012/02/23,76.0000000000,
Field Rd&Bodsworth Rd SW-NS/SB,FILDBDS0,FILDBDSW,4599.0000000000,37.8304700000,-122.5246700000,0.0000000000,STOP ON FIELD RD,FIELD RD,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Fort Cronkhite Parking Lot NW-NS/SB,FTCR.LO0,FTCR.LOT,4728.0000000000,37.8323800000,-122.5386700000,0.0000000000,KIRKPATRICK ST,UNNAMED ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Battery Alexander&Field Rd SW-NS,BATTFILD,,7234.0000000000,37.8250330000,-122.5302660000,0.0000000000,FIELD RD,UNNAMED ST,,SW,,0.0000000000,2012/02/23,76.0000000000,
Conzelman Rd&GGNRA Sign S-NS/SB,CONZSIG1,CONZSIGN,4135.0000000000,37.8330900000,-122.4835500000,0.0000000000,HWY101 SOUTH RAMP,CONZELMAN RD,NS,S,,0.0000000000,2012/02/23,76.0000000000,
Conzelman Rd&Kirby Cove N-FS/SB,CONZKRB1,CONZKRBY,4134.0000000000,37.8294400000,-122.4835400000,0.0000000000,HWY101 SOUTH RAMP,CONZELMAN RD,NS,W,,0.0000000000,2012/02/23,76.0000000000,
Conzelman Rd&Kirby Cove NW-FS/SB,CONZKRB0,CONZKRBY,4133.0000000000,37.8295200000,-122.4840200000,0.0000000000,HWY 101 SOUTH RAMP,CONZELMAN RD,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
Bunker Rd&Stables NE-NS/SB,BUNKSTB0,BUNKSTBL,3809.0000000000,37.8318000000,-122.5149500000,0.0000000000,FIELD RD,BUNKER RD,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Bunker Rd&Rifle Range N-NS/SB,BUNKRIF0,BUNKRIFL,3807.0000000000,37.8330200000,-122.5088200000,0.0000000000,MCCULLOUGH RD,BUNKER RD,NS,N,,0.0000000000,2012/02/23,76.0000000000,
Bunker Rd&Miwok Trail SE-FS/SB,BUNKMWO1,BUNKMWOK,3806.0000000000,37.8332200000,-122.5203100000,0.0000000000,FIELD RD,BUNKER RD,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
3rd St&20th St NE-FS/FL,.3ST20S1,.3ST20ST,3103.0000000000,37.7607900000,-122.3884600000,0.0000000000,20TH ST,03RD ST,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&Carroll Ave S-NS/SB,3STCAR1,3STCARR,3116.0000000000,37.7253000000,-122.3942000000,0.0000000000,CARROLL AVE,03RD ST,NS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&Carroll Ave N-NS/BZ,3STCAR0,3STCARR,3115.0000000000,37.7256700000,-122.3943000000,0.0000000000,CARROLL AVE,03RD ST,NS,N,BZ,0.0000000000,2012/02/23,76.0000000000,
3rd St&Bayview St SW-FS/BB,3STBAV0,3STBAVU,3113.0000000000,37.7322800000,-122.3915590000,0.0000000000,BAY VIEW RD,3RD ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Irving St&7th Ave NE-NS,IRVG 7A0,IRVG 7AV,5121.0000000000,37.7641550000,-122.4640340000,0.0000000000,07TH AVE,IRVING ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Judah St&28th Ave SW-NS/SI,JUDA28A1,JUDA28AV,5206.0000000000,37.7612320000,-122.4867630000,0.0000000000,28TH AVE,JUDAH ST,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Mission Rock St NE-FS,3ST MRS0,3ST MRS0,7358.0000000000,37.7729930000,-122.3897170000,0.0000000000,MISSION ROCK ST,3RD ST,FS,SE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Gene Friend Wy NE-FS,3ST GFW0,3ST GFW0,7357.0000000000,37.7690490000,-122.3893080000,0.0000000000,GENE FRIEND WAY,3RD ST,FS,SE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Mariposa St NE-FS/SI,3ST MRP0,3ST MRP0,7356.0000000000,37.7643910000,-122.3888530000,0.0000000000,MARIPOSA ST,3RD ST,FS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&23rd St NE-FS/SI,3ST 23S0,3ST 23S0,7354.0000000000,37.7554140000,-122.3880010000,0.0000000000,23RD ST,3RD ST,FS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Sunset Tunnel East Portal SE-FS/SI,TUNLEAS1,,7318.0000000000,37.7691340000,-122.4330760000,0.0000000000,WALTER ST,DUBOCE AVE,,,,0.0000000000,2012/02/23,76.0000000000,
Church St&14th St NW-NS/SI,CHUR14ST,,7316.0000000000,37.7677860000,-122.4289960000,0.0000000000,14TH ST,CHURCH ST,,,,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Santa Rosa Ave N-NS/SI,S.J.SRO0,S.J.SROS,6285.0000000000,37.7289960000,-122.4400160000,0.0000000000,SANTA ROSA AVE,SAN JOSE AVE,NS,N,SI,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Santa Rosa Ave E-FS/SI,S.J.SRO1,S.J.SROS,6284.0000000000,37.7289910000,-122.4399220000,0.0000000000,SANTA ROSA AVE,SAN JOSE AVE,FS,E,FL,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Brannan St S-NS/SI,EMBRBRAN,,7145.0000000000,37.7846270000,-122.3879770000,0.0000000000,BRANNAN ST,THE EMBARCADERO,,S,,0.0000000000,2012/02/23,76.0000000000,
EMBARCADERO STATION OB,EMBSTA0,,7217.0000000000,37.7931520000,-122.3964310000,0.0000000000,MAIN ST,MARKET ST,,NW,,0.0000000000,2012/02/23,76.0000000000,
Embarcadero Station ARR,EMBSTA.,EMBR STA,6992.0000000000,37.7931430000,-122.3963960000,0.0000000000,MAIN ST,MARKET ST,,,,0.0000000000,2012/02/23,76.0000000000,
King St&6th St **,KING.6S0,KING.6ST,5241.0000000000,37.7731400000,-122.3977600000,0.0000000000,06TH ST,KING ST,,**,,0.0000000000,2012/02/23,76.0000000000,
Third Street&23rd St SW-FS/SI,3ST 23S1,3ST 23S1,7363.0000000000,37.7552900000,-122.3880120000,0.0000000000,23RD ST,3RD ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Mariposa St SW-FS/SI,3ST MRP1,3ST MRP1,7361.0000000000,37.7642390000,-122.3888650000,0.0000000000,MARIPOSA ST,3RD ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Mission Rock St SW-FS,3ST MRS1,3ST MRS1,7359.0000000000,37.7728320000,-122.3897170000,0.0000000000,MISSION ROCK ST,3RD ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Geneva Ave **-NS/FL,S.J.GNVA,,7155.0000000000,37.7209490000,-122.4468720000,0.0000000000,GENEVA AVE,SAN JOSE AVE,,,,0.0000000000,2012/02/23,76.0000000000,
Right Of Way&20th St NE-FS/SB,ROW 20S1,ROW 20ST,6215.0000000000,37.7582290000,-122.4277950000,0.0000000000,20TH ST,MUNI RAIL - J RROW,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Right Of Way&20th St NW-NS/SB,ROW 20S0,ROW 20ST,6214.0000000000,37.7582640000,-122.4279240000,0.0000000000,20TH ST,RIGHT OF WAY,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Right Of Way&18th St SE-NS/SB,ROW 18S1,ROW 18ST,6213.0000000000,37.7611920000,-122.4281840000,0.0000000000,18TH ST,MUNI RAIL - J RROW,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Ocean Ave SE-NS/SI,S.J.OCE1,S.J.OCEN,6275.0000000000,37.7228620000,-122.4447900000,0.0000000000,OCEAN AVE,SAN JOSE AVE,NS,SE,SI,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Ocean Ave NW-NS/SI,S.J.OCE0,S.J.OCEN,6274.0000000000,37.7230850000,-122.4446990000,0.0000000000,OCEAN AVE,SAN JOSE AVE,NS,NW,SI,0.0000000000,2012/02/23,76.0000000000,
Church St&24th St SE-NS/SI,CHUR24S1,CHUR24ST,3996.0000000000,37.7515910000,-122.4273500000,0.0000000000,24TH ST,CHURCH ST,NS,SE,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&43rd Ave SW-NS/SI,JUDA43A1,JUDA43AV,5214.0000000000,37.7605180000,-122.5028390000,0.0000000000,43RD AVE,JUDAH ST,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Right Of Way&Liberty St NW-NS/SB,ROW LBR0,ROW LBRT,6221.0000000000,37.7574510000,-122.4269990000,0.0000000000,LIBERTY ST,RIGHT OF WAY,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Church St&22nd St SW-FS/PS,CHUR22SO,ROW 22ST,6218.0000000000,37.7546070000,-122.4277500000,0.0000000000,22ND ST,CHURCH ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Right Of Way&21st St SE-NS/SB,ROW 21S1,ROW 21ST,6217.0000000000,37.7564360000,-122.4268220000,0.0000000000,21ST ST,MUNI RAIL - J RROW,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Powell Station Outbound,POWL ST0,POWL STA,6995.0000000000,37.7843000000,-122.4078220000,0.0000000000,METRO TUNNEL,POWELL STATION,,,,0.0000000000,2012/02/23,76.0000000000,
Montgomery Station Outbound,MTGY ST0,MTGY STA,6994.0000000000,37.7887910000,-122.4021270000,0.0000000000,METRO TUNNEL,MONTGOMERY STATION,,,,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Santa Ynez Ave S-NS/SI,S.J.SYN1,S.J.SYNZ,6288.0000000000,37.7256810000,-122.4424420000,0.0000000000,SANTA YNEZ AVE,SAN JOSE AVE,NS,S,SI,0.0000000000,2012/02/23,76.0000000000,
Third Street&Gene Friend Wy SW-FS,3ST GFW1,3ST GFW1,7360.0000000000,37.7685400000,-122.3892740000,0.0000000000,GENE FRIEND WAY,3RD ST,FS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Randall St S-NS/SI,S.J.RAN1,S.J.RAND,6277.0000000000,37.7397410000,-122.4241570000,0.0000000000,RANDALL ST,MUNI RAIL - J RROW,NS,S,SI,0.0000000000,2012/02/23,76.0000000000,
San Jose Ave&Santa Ynez Ave N-NS/SI,S.J.SYN0,S.J.SYNZ,6287.0000000000,37.7258770000,-122.4423590000,0.0000000000,SANTA YNEZ AVE,SAN JOSE AVE,NS,N,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&La Playa St NE-NS,JUDALANE,JUDALAPL,5221.0000000000,37.7603630000,-122.5090110000,0.0000000000,LA PLAYA ST,JUDAH ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Carl St&Cole St SW-NS,CARLCOL1,CARLCOLE,3911.0000000000,37.7657450000,-122.4501310000,0.0000000000,COLE ST,CARL ST,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
Carl St&Stanyan St NE-NS,CARLSTA0,CARLSTAN,3914.0000000000,37.7654950000,-122.4525900000,0.0000000000,STANYAN ST,CARL ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Van Ness Station OB,V N  ST0,V N  STA,6996.0000000000,37.7752340000,-122.4193400000,0.0000000000,METRO TUNNEL,VAN NESS STATION,,,,0.0000000000,2012/02/23,76.0000000000,
Tunnel Entry Point Inbound Nea,MMT.T200,MMT.T20.,5629.0000000000,37.7927120000,-122.3914670000,0.0000000000,HOWARD ST,THE EMBARCADERO,,,,0.0000000000,2012/02/23,76.0000000000,
Irving St&7th Ave SW-NS,IRVG 7A1,IRVG 7AV,5122.0000000000,37.7640920000,-122.4642820000,0.0000000000,7TH AVE,IRVING ST,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
Judah St&31st Ave NE-NS/SI,JUDA31A0,JUDA31AV,5207.0000000000,37.7611720000,-122.4897190000,0.0000000000,31ST AVE,JUDAH ST,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&22nd Ave SE-FS/SI,JUDA22A1,JUDA22AV,5201.0000000000,37.7615340000,-122.4798550000,0.0000000000,22ND AVE,JUDAH ST,FS,SE,SI,0.0000000000,2012/02/23,76.0000000000,
Judah St&9th Ave SW-NS/SI,JUDA 9A1,JUDA 9AV,5194.0000000000,37.7621390000,-122.4663120000,0.0000000000,09TH AVE,JUDAH ST,NS,SW,SI,0.0000000000,2012/02/23,76.0000000000,
Sunset Tunnel East Portal NE-NS/SI,TUNLEAST,,7252.0000000000,37.7693920000,-122.4336940000,0.0000000000,SUNSET TUNNEL RTNL,SUNSET TUNNEL EAST PORTAL RROW,,NE,,0.0000000000,2012/02/23,76.0000000000,
Duboce Ave&Church St MI-**,DUBOCHUR,,7162.0000000000,37.7694630000,-122.4291330000,0.0000000000,CHURCH ST,DUBOCE AVE,,N,,0.0000000000,2012/02/23,76.0000000000,
Church St&29th St SE-NS/SI,CHUR29S1,CHUR29ST,3999.0000000000,37.7435870000,-122.4265850000,0.0000000000,29TH ST,CHURCH ST,NS,SE,SI,0.0000000000,2012/02/23,76.0000000000,
Van Ness Station Inbound,V N  ST1,V N  STA,5419.0000000000,37.7750690000,-122.4191930000,0.0000000000,TERMINAL,METRO,,,,0.0000000000,2012/02/23,76.0000000000,
Judah St&28th Ave NE-NS/SI,JUDA28A0,JUDA28AV,5205.0000000000,37.7613100000,-122.4865100000,0.0000000000,28TH AVE,JUDAH ST,NS,NE,SI,0.0000000000,2012/02/23,76.0000000000,
